#rp038087.L01         Number of runs:    300
# E(MeV)      xs(mb)     xslow(mb)      xsupp(mb)
 9.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 9.50000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 1.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.05000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.10000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.15000E+01 1.21526E-13 1.21526E-13 1.21526E-13
 1.20000E+01 2.72364E-10 2.72364E-10 2.72364E-10
 1.25000E+01 7.03893E-08 9.94760E-14 1.40778E-07
 1.30000E+01 1.02178E-05 0.00000E+00 2.04357E-05
 1.35000E+01 8.00680E-05 0.00000E+00 1.60136E-04
 1.40000E+01 1.45238E-03 0.00000E+00 2.90476E-03
 1.45000E+01 6.67056E-03 0.00000E+00 1.33411E-02
 1.50000E+01 2.12285E-02 0.00000E+00 4.24570E-02
 1.60000E+01 1.81563E-01 0.00000E+00 3.63126E-01
 1.70000E+01 6.55272E-01 0.00000E+00 1.31054E+00
 1.80000E+01 1.39466E+00 1.88142E-02 2.77050E+00
 1.90000E+01 2.26397E+00 1.61009E-01 4.36693E+00
 2.00000E+01 3.17167E+00 3.12243E-01 6.03110E+00
 2.10000E+01 4.08783E+00 4.59881E-01 7.71577E+00
 2.20000E+01 5.19348E+00 6.73674E-01 9.71328E+00
 2.30000E+01 6.43725E+00 1.03270E+00 1.18418E+01
 2.40000E+01 8.12580E+00 1.61885E+00 1.46327E+01
 2.50000E+01 1.04585E+01 2.26828E+00 1.86487E+01
 2.60000E+01 1.33103E+01 2.72314E+00 2.38975E+01
 2.70000E+01 1.67465E+01 3.12869E+00 3.03643E+01
 2.80000E+01 2.01708E+01 3.59030E+00 3.67512E+01
 2.90000E+01 2.33249E+01 4.32453E+00 4.23254E+01
 3.00000E+01 2.58521E+01 5.27514E+00 4.64291E+01
 3.20000E+01 3.10870E+01 6.34332E+00 5.58308E+01
 3.40000E+01 3.39907E+01 6.93583E+00 6.10456E+01
 3.60000E+01 3.44608E+01 7.03175E+00 6.18899E+01
 3.80000E+01 3.31168E+01 6.75749E+00 5.94760E+01
 4.00000E+01 3.10225E+01 6.33015E+00 5.57148E+01
 4.20000E+01 2.89053E+01 5.89814E+00 5.19124E+01
 4.40000E+01 2.76537E+01 5.64274E+00 4.96646E+01
 4.60000E+01 2.70632E+01 5.52226E+00 4.86042E+01
 4.80000E+01 2.60334E+01 5.31212E+00 4.67546E+01
 5.00000E+01 2.60354E+01 5.31253E+00 4.67582E+01
 5.20000E+01 2.53484E+01 5.17235E+00 4.55244E+01
 5.40000E+01 2.54351E+01 5.19004E+00 4.56801E+01
 5.60000E+01 2.48309E+01 5.06676E+00 4.45951E+01
 5.80000E+01 2.45885E+01 5.01729E+00 4.41596E+01
 6.00000E+01 2.43792E+01 4.97459E+00 4.37839E+01
 6.50000E+01 2.36852E+01 4.83297E+00 4.25374E+01
 7.00000E+01 2.24167E+01 4.57414E+00 4.02593E+01
 7.50000E+01 2.20104E+01 4.49122E+00 3.95295E+01
 8.00000E+01 2.13806E+01 4.36272E+00 3.83985E+01
 9.00000E+01 1.97574E+01 4.03150E+00 3.54833E+01
 1.00000E+02 1.73803E+01 3.54645E+00 3.12141E+01
 1.10000E+02 1.56785E+01 3.19920E+00 2.81578E+01
 1.20000E+02 1.39857E+01 2.85378E+00 2.51175E+01
 1.30000E+02 1.27013E+01 2.59171E+00 2.28109E+01
 1.40000E+02 1.15149E+01 2.34961E+00 2.06801E+01
 1.50000E+02 1.04676E+01 2.13591E+00 1.87992E+01
 1.60000E+02 9.39505E+00 1.91706E+00 1.68730E+01
 1.80000E+02 7.91358E+00 1.61477E+00 1.42124E+01
 2.00000E+02 6.61656E+00 1.35011E+00 1.18830E+01
